SessionID,Date,Page,TrafficSource,Device,Country,Browser,SessionDuration_sec,PageViews,Bounced,NewUser,Conversions,Month,DayOfWeek,SessionDuration_min
S100260,2025-12-12,Products,Direct,Mobile,India,Chrome,5,2,0,1,0,December,Friday,0.08
S100261,2025-04-22,Products,Email,Desktop,India,Chrome,193,12,0,0,0,April,Tuesday,3.22
S100262,2025-03-01,Home,Direct,Desktop,Canada,Chrome,136,3,0,1,0,March,Saturday,2.27
S100263,2025-01-02,Home,Referral,Desktop,India,Chrome,19,4,0,1,0,January,Thursday,0.32
S100264,2025-10-31,Blog,Email,Desktop,USA,Opera,34,6,0,1,0,October,Friday,0.57
S100265,2025-09-11,Products,Organic Search,Mobile,USA,Safari,151,6,0,0,0,September,Thursday,2.52
S100266,2025-05-20,Home,Email,Mobile,UK,Edge,63,7,0,0,0,May,Tuesday,1.05
S100267,2025-02-06,Signup,Social Media,Desktop,India,Chrome,501,5,0,0,1,February,Thursday,8.35
S100268,2025-06-09,Home,Referral,Mobile,UK,Firefox,307,7,0,0,0,June,Monday,5.12
S100269,2025-01-09,Pricing,Social Media,Mobile,USA,Chrome,739,2,0,1,0,January,Thursday,12.32
S100270,2025-08-21,About,Organic Search,Desktop,Canada,Safari,54,1,1,0,0,August,Thursday,0.9
S100271,2025-04-09,Login,Direct,Mobile,Australia,Chrome,629,12,0,1,1,April,Wednesday,10.48
S100272,2025-05-27,Home,Direct,Desktop,USA,Chrome,101,10,0,1,0,May,Tuesday,1.68
S100273,2025-10-31,Login,Paid Ads,Mobile,France,Chrome,76,8,0,0,0,October,Friday,1.27
S100274,2025-07-27,Home,Social Media,Desktop,India,Chrome,9,1,1,1,0,July,Sunday,0.15
S100275,2025-05-11,Products,Direct,Mobile,Germany,Chrome,9,12,0,0,0,May,Sunday,0.15
S100276,2025-06-01,Pricing,Social Media,Desktop,USA,Opera,211,2,0,1,0,June,Sunday,3.52
S100277,2025-02-23,Home,Social Media,Tablet,USA,Chrome,110,11,0,1,0,February,Sunday,1.83
S100278,2025-04-30,About,Organic Search,Mobile,India,Safari,46,12,0,0,0,April,Wednesday,0.77
S100279,2025-06-10,Signup,Organic Search,Desktop,USA,Chrome,171,10,0,0,0,June,Tuesday,2.85
S100280,2025-04-26,Signup,Organic Search,Desktop,India,Firefox,52,6,0,0,0,April,Saturday,0.87
S100281,2025-03-16,Home,Organic Search,Desktop,UK,Firefox,155,1,1,1,0,March,Sunday,2.58
S100282,2025-04-23,Home,Organic Search,Mobile,India,Chrome,80,10,0,1,0,April,Wednesday,1.33
S100283,2025-04-14,Home,Organic Search,Desktop,Germany,Chrome,312,3,0,1,0,April,Monday,5.2
S100284,2025-12-06,Home,Paid Ads,Mobile,UK,Firefox,309,7,0,1,0,December,Saturday,5.15
S100285,2025-09-11,Support,Organic Search,Desktop,Germany,Chrome,116,12,0,1,0,September,Thursday,1.93
S100286,2025-08-15,Blog,Organic Search,Desktop,Germany,Chrome,77,8,0,1,0,August,Friday,1.28
S100287,2025-04-22,Products,Organic Search,Desktop,India,Chrome,81,4,0,1,0,April,Tuesday,1.35
S100288,2025-04-09,Support,Direct,Desktop,India,Chrome,294,12,0,0,0,April,Wednesday,4.9
S100289,2025-06-02,Blog,Direct,Mobile,USA,Chrome,71,3,0,1,1,June,Monday,1.18
S100290,2025-12-15,Pricing,Organic Search,Desktop,Canada,Chrome,42,1,1,0,0,December,Monday,0.7
S100291,2025-12-04,Products,Social Media,Mobile,UK,Safari,15,12,0,0,0,December,Thursday,0.25
S100292,2025-07-13,Products,Social Media,Mobile,Germany,Safari,113,9,0,1,0,July,Sunday,1.88
S100293,2025-11-06,Blog,Direct,Desktop,Australia,Chrome,118,10,0,1,0,November,Thursday,1.97
S100294,2025-06-12,Home,Social Media,Mobile,Canada,Chrome,330,6,0,0,0,June,Thursday,5.5
S100295,2025-07-27,About,Direct,Mobile,USA,Chrome,45,6,0,0,1,July,Sunday,0.75
S100296,2025-06-18,Home,Organic Search,Mobile,USA,Chrome,86,9,0,1,0,June,Wednesday,1.43
S100297,2025-06-10,Home,Email,Desktop,Australia,Safari,297,1,1,0,1,June,Tuesday,4.95
S100298,2025-03-09,Blog,Email,Desktop,Australia,Firefox,312,6,0,0,1,March,Sunday,5.2
S100299,2025-10-16,Blog,Social Media,Desktop,UK,Safari,87,12,0,0,0,October,Thursday,1.45
S100300,2025-10-04,Products,Organic Search,Mobile,UK,Edge,110,5,0,1,0,October,Saturday,1.83
S100301,2025-10-31,About,Paid Ads,Tablet,UK,Chrome,65,13,0,1,0,October,Friday,1.08
S100302,2025-05-15,Pricing,Direct,Mobile,USA,Firefox,485,11,0,0,1,May,Thursday,8.08
S100303,2025-07-14,Home,Organic Search,Desktop,Australia,Firefox,22,6,0,1,0,July,Monday,0.37
S100304,2025-05-08,Blog,Direct,Mobile,UK,Firefox,488,14,0,1,1,May,Thursday,8.13
S100305,2025-02-02,Login,Social Media,Tablet,India,Safari,207,11,0,1,0,February,Sunday,3.45
S100306,2025-06-25,Home,Paid Ads,Desktop,India,Safari,136,8,0,1,0,June,Wednesday,2.27
S100307,2025-01-22,Login,Direct,Mobile,Australia,Chrome,5,5,0,0,0,January,Wednesday,0.08
S100308,2025-08-26,Login,Organic Search,Mobile,UK,Edge,116,2,0,1,0,August,Tuesday,1.93
S100309,2025-06-07,Home,Social Media,Mobile,USA,Firefox,94,12,0,1,1,June,Saturday,1.57
S100310,2025-02-07,Home,Paid Ads,Mobile,India,Chrome,31,12,0,1,0,February,Friday,0.52
S100311,2025-08-18,Support,Organic Search,Tablet,UK,Safari,192,2,0,1,1,August,Monday,3.2
S100312,2025-12-31,Home,Email,Desktop,India,Chrome,638,10,0,1,0,December,Wednesday,10.63
S100313,2025-02-20,Login,Direct,Mobile,USA,Safari,148,5,0,1,1,February,Thursday,2.47
S100314,2025-09-21,Blog,Email,Desktop,UK,Edge,225,3,0,1,0,September,Sunday,3.75
S100315,2025-10-10,About,Direct,Desktop,UK,Chrome,12,10,0,0,0,October,Friday,0.2
S100316,2025-01-27,Home,Direct,Tablet,Canada,Safari,97,3,0,1,0,January,Monday,1.62
S100317,2025-08-14,Products,Social Media,Mobile,India,Safari,22,8,0,0,0,August,Thursday,0.37
S100318,2025-10-04,Products,Paid Ads,Desktop,India,Firefox,170,7,0,0,0,October,Saturday,2.83
S100319,2025-10-13,Pricing,Organic Search,Mobile,India,Chrome,501,1,1,1,0,October,Monday,8.35
S100320,2025-04-07,FAQ,Direct,Desktop,India,Chrome,195,12,0,1,1,April,Monday,3.25
S100321,2025-10-11,Login,Organic Search,Desktop,India,Chrome,14,13,0,1,0,October,Saturday,0.23
S100322,2025-11-13,About,Organic Search,Mobile,Germany,Chrome,78,12,0,1,0,November,Thursday,1.3
S100323,2025-10-31,Signup,Email,Mobile,USA,Chrome,143,5,0,0,0,October,Friday,2.38
S100324,2025-05-27,Signup,Organic Search,Mobile,Canada,Safari,92,9,0,1,0,May,Tuesday,1.53
S100325,2025-01-04,FAQ,Email,Mobile,India,Opera,322,4,0,1,0,January,Saturday,5.37
S100326,2025-02-04,Products,Direct,Desktop,UK,Chrome,303,1,1,0,0,February,Tuesday,5.05
S100327,2025-07-11,Login,Referral,Desktop,France,Chrome,170,8,0,0,0,July,Friday,2.83
S100328,2025-02-18,Blog,Organic Search,Desktop,India,Safari,84,5,0,1,1,February,Tuesday,1.4
S100329,2025-01-17,Products,Organic Search,Mobile,USA,Chrome,53,2,0,1,0,January,Friday,0.88
S100330,2025-06-21,Support,Organic Search,Mobile,Germany,Edge,20,12,0,1,0,June,Saturday,0.33
S100331,2025-08-08,Home,Paid Ads,Desktop,UK,Safari,78,1,1,1,0,August,Friday,1.3
S100332,2025-06-07,Home,Direct,Desktop,UK,Firefox,95,14,0,1,0,June,Saturday,1.58
S100333,2025-02-15,Signup,Organic Search,Mobile,USA,Chrome,202,12,0,1,0,February,Saturday,3.37
S100334,2025-01-06,Home,Paid Ads,Mobile,Germany,Chrome,193,12,0,1,0,January,Monday,3.22
S100335,2025-04-09,Signup,Paid Ads,Desktop,UK,Chrome,13,12,0,0,1,April,Wednesday,0.22
S100336,2025-08-21,Pricing,Email,Mobile,India,Chrome,90,3,0,0,0,August,Thursday,1.5
S100337,2025-02-06,Home,Organic Search,Tablet,France,Firefox,36,9,0,1,1,February,Thursday,0.6
S100338,2025-10-07,Products,Direct,Mobile,UK,Chrome,30,1,1,1,0,October,Tuesday,0.5
S100339,2025-12-15,Login,Email,Desktop,USA,Chrome,316,4,0,1,0,December,Monday,5.27
S100340,2025-10-29,Blog,Direct,Mobile,Australia,Safari,7,8,0,0,0,October,Wednesday,0.12
S100341,2025-06-30,FAQ,Organic Search,Desktop,UK,Chrome,97,8,0,1,0,June,Monday,1.62
S100342,2025-04-05,Signup,Organic Search,Desktop,India,Chrome,33,10,0,0,0,April,Saturday,0.55
S100343,2025-04-09,Products,Referral,Mobile,USA,Safari,380,12,0,0,0,April,Wednesday,6.33
S100344,2025-07-07,Home,Organic Search,Desktop,Germany,Chrome,146,11,0,0,0,July,Monday,2.43
S100345,2025-04-26,FAQ,Social Media,Desktop,UK,Chrome,47,13,0,1,0,April,Saturday,0.78
S100346,2025-07-10,Blog,Direct,Mobile,France,Chrome,125,11,0,1,1,July,Thursday,2.08
S100347,2025-09-10,Home,Email,Mobile,India,Chrome,236,8,0,1,0,September,Wednesday,3.93
S100348,2025-06-10,Login,Social Media,Mobile,India,Chrome,571,10,0,0,0,June,Tuesday,9.52
S100349,2025-09-13,Signup,Direct,Desktop,USA,Chrome,44,8,0,1,0,September,Saturday,0.73
S100350,2025-11-19,Contact,Direct,Mobile,UK,Chrome,391,4,0,1,0,November,Wednesday,6.52
S100351,2025-05-08,Products,Email,Mobile,India,Chrome,490,8,0,0,1,May,Thursday,8.17
S100352,2025-01-18,Pricing,Organic Search,Mobile,Australia,Chrome,446,9,0,1,0,January,Saturday,7.43
S100353,2025-10-08,Pricing,Email,Mobile,India,Firefox,181,7,0,1,1,October,Wednesday,3.02
S100354,2025-08-11,Signup,Social Media,Desktop,India,Firefox,178,14,0,0,1,August,Monday,2.97
S100355,2025-02-23,Support,Social Media,Tablet,France,Firefox,92,12,0,0,0,February,Sunday,1.53
S100356,2025-02-27,Blog,Direct,Mobile,USA,Chrome,251,2,0,1,0,February,Thursday,4.18
S100357,2025-11-19,Login,Organic Search,Desktop,France,Chrome,136,9,0,0,0,November,Wednesday,2.27
S100358,2025-12-26,Support,Social Media,Mobile,India,Safari,203,11,0,0,0,December,Friday,3.38
S100359,2025-06-23,Home,Organic Search,Desktop,India,Firefox,100,8,0,1,0,June,Monday,1.67
S100360,2025-10-07,Home,Referral,Mobile,Germany,Safari,236,13,0,1,0,October,Tuesday,3.93
S100361,2025-04-24,Signup,Referral,Desktop,Australia,Chrome,313,5,0,1,0,April,Thursday,5.22
S100362,2025-10-15,Home,Organic Search,Desktop,USA,Chrome,28,12,0,1,0,October,Wednesday,0.47
S100363,2025-12-08,Home,Organic Search,Mobile,India,Firefox,322,3,0,1,0,December,Monday,5.37
S100364,2025-05-31,Home,Direct,Mobile,UK,Opera,139,7,0,0,0,May,Saturday,2.32
S100365,2025-05-07,Products,Referral,Desktop,India,Opera,335,14,0,0,0,May,Wednesday,5.58
S100366,2025-06-04,Home,Direct,Mobile,Australia,Opera,101,14,0,1,0,June,Wednesday,1.68
S100367,2025-09-30,Products,Direct,Mobile,India,Edge,85,2,0,1,0,September,Tuesday,1.42
S100368,2025-04-14,Support,Social Media,Desktop,Australia,Firefox,443,13,0,1,0,April,Monday,7.38
S100369,2025-10-26,Pricing,Organic Search,Desktop,USA,Chrome,52,3,0,1,0,October,Sunday,0.87
S100370,2025-09-03,Pricing,Direct,Mobile,UK,Firefox,334,12,0,0,1,September,Wednesday,5.57
S100371,2025-06-25,Home,Organic Search,Desktop,Germany,Chrome,119,9,0,1,0,June,Wednesday,1.98
S100372,2025-02-08,Pricing,Social Media,Mobile,India,Chrome,129,4,0,0,0,February,Saturday,2.15
S100373,2025-06-19,Pricing,Organic Search,Mobile,Australia,Firefox,66,4,0,0,0,June,Thursday,1.1
S100374,2025-09-04,Pricing,Direct,Mobile,India,Safari,153,3,0,1,0,September,Thursday,2.55
S100375,2025-01-26,Home,Paid Ads,Desktop,USA,Firefox,70,5,0,1,0,January,Sunday,1.17
S100376,2025-12-21,Products,Direct,Mobile,USA,Chrome,7,3,0,0,0,December,Sunday,0.12
S100377,2025-11-02,Signup,Social Media,Desktop,Canada,Chrome,57,9,0,1,0,November,Sunday,0.95
S100378,2025-01-13,Pricing,Organic Search,Mobile,India,Edge,5,3,0,1,0,January,Monday,0.08
S100379,2025-11-12,Pricing,Direct,Desktop,UK,Firefox,689,2,0,0,0,November,Wednesday,11.48
S100380,2025-11-09,Blog,Organic Search,Mobile,UK,Chrome,607,12,0,1,0,November,Sunday,10.12
S100381,2025-02-05,Products,Social Media,Desktop,USA,Chrome,90,5,0,1,0,February,Wednesday,1.5
S100382,2025-06-22,Login,Organic Search,Desktop,India,Edge,234,6,0,0,1,June,Sunday,3.9
S100383,2025-01-20,Home,Organic Search,Mobile,USA,Chrome,76,1,1,1,0,January,Monday,1.27
S100384,2025-11-17,Pricing,Organic Search,Mobile,India,Chrome,200,14,0,0,0,November,Monday,3.33
S100385,2025-09-21,Support,Organic Search,Mobile,USA,Chrome,294,12,0,0,0,September,Sunday,4.9
S100386,2025-05-22,Login,Direct,Desktop,Germany,Chrome,527,11,0,0,0,May,Thursday,8.78
S100387,2025-05-23,About,Social Media,Desktop,Australia,Chrome,92,6,0,1,0,May,Friday,1.53
S100388,2025-04-02,About,Organic Search,Mobile,USA,Chrome,275,10,0,0,0,April,Wednesday,4.58
S100389,2025-12-20,Pricing,Social Media,Mobile,UK,Chrome,55,3,0,1,0,December,Saturday,0.92
S100390,2025-11-18,Signup,Direct,Desktop,India,Chrome,835,4,0,1,0,November,Tuesday,13.92
S100391,2025-10-15,Blog,Direct,Mobile,UK,Chrome,5,6,0,0,1,October,Wednesday,0.08
S100392,2025-08-03,Blog,Paid Ads,Mobile,France,Edge,166,8,0,1,0,August,Sunday,2.77
S100393,2025-12-08,Home,Organic Search,Mobile,USA,Firefox,193,9,0,1,0,December,Monday,3.22
S100394,2025-02-20,Pricing,Organic Search,Desktop,UK,Chrome,209,6,0,0,0,February,Thursday,3.48
S100395,2025-06-02,Pricing,Social Media,Mobile,Germany,Chrome,23,7,0,0,1,June,Monday,0.38
S100396,2025-07-05,Support,Paid Ads,Desktop,UK,Chrome,502,14,0,1,0,July,Saturday,8.37
S100397,2025-03-04,Products,Direct,Mobile,USA,Firefox,35,5,0,0,0,March,Tuesday,0.58
S100398,2025-07-09,Login,Paid Ads,Desktop,India,Chrome,175,14,0,1,0,July,Wednesday,2.92
S100399,2025-05-05,Products,Email,Mobile,USA,Edge,45,12,0,0,0,May,Monday,0.75
S100400,2025-05-30,Blog,Direct,Mobile,India,Firefox,66,9,0,1,0,May,Friday,1.1
S100401,2025-11-10,Login,Social Media,Desktop,UK,Edge,142,4,0,1,0,November,Monday,2.37
S100402,2025-02-27,Home,Direct,Mobile,USA,Chrome,97,10,0,1,0,February,Thursday,1.62
S100403,2025-12-08,Products,Direct,Mobile,Australia,Edge,31,11,0,0,0,December,Monday,0.52
S100404,2025-11-01,Login,Direct,Mobile,India,Firefox,33,6,0,0,0,November,Saturday,0.55
S100405,2025-06-29,Blog,Social Media,Desktop,USA,Chrome,97,5,0,0,0,June,Sunday,1.62
S100406,2025-06-19,Home,Direct,Desktop,UK,Chrome,254,1,1,1,0,June,Thursday,4.23
S100407,2025-11-22,Products,Organic Search,Mobile,India,Chrome,410,5,0,0,0,November,Saturday,6.83
S100408,2025-09-28,Blog,Email,Mobile,UK,Chrome,15,13,0,0,0,September,Sunday,0.25
S100409,2025-02-23,FAQ,Social Media,Mobile,India,Safari,89,5,0,0,0,February,Sunday,1.48
S100410,2025-04-11,Home,Referral,Desktop,India,Safari,19,14,0,1,0,April,Friday,0.32
S100411,2025-09-21,Login,Direct,Mobile,India,Chrome,5,9,0,1,0,September,Sunday,0.08
S100412,2025-02-22,Home,Organic Search,Desktop,USA,Chrome,195,1,1,1,0,February,Saturday,3.25
S100413,2025-03-01,Home,Organic Search,Tablet,Canada,Opera,166,5,0,1,0,March,Saturday,2.77
S100414,2025-04-18,Home,Email,Desktop,India,Chrome,32,7,0,0,0,April,Friday,0.53
S100415,2025-01-05,Signup,Organic Search,Desktop,Australia,Chrome,47,11,0,1,0,January,Sunday,0.78
S100416,2025-04-13,Home,Paid Ads,Mobile,USA,Chrome,5,6,0,1,0,April,Sunday,0.08
S100417,2025-07-15,Login,Organic Search,Mobile,UK,Edge,324,6,0,1,0,July,Tuesday,5.4
S100418,2025-09-19,Products,Paid Ads,Desktop,USA,Safari,661,12,0,0,0,September,Friday,11.02
S100419,2025-12-31,Support,Email,Desktop,Canada,Chrome,26,7,0,1,0,December,Wednesday,0.43
S100420,2025-12-16,Signup,Paid Ads,Mobile,Germany,Chrome,47,6,0,0,0,December,Tuesday,0.78
S100421,2025-02-16,Pricing,Organic Search,Mobile,France,Chrome,365,5,0,0,0,February,Sunday,6.08
S100422,2025-12-21,Signup,Social Media,Desktop,Germany,Chrome,469,10,0,0,0,December,Sunday,7.82
S100423,2025-11-07,Contact,Organic Search,Mobile,India,Firefox,97,5,0,0,1,November,Friday,1.62
S100424,2025-11-04,Signup,Organic Search,Mobile,France,Chrome,9,9,0,0,0,November,Tuesday,0.15
S100425,2025-05-24,About,Organic Search,Mobile,France,Chrome,7,14,0,0,0,May,Saturday,0.12
S100426,2025-09-26,Home,Email,Desktop,India,Chrome,153,8,0,0,0,September,Friday,2.55
S100427,2025-05-04,Contact,Organic Search,Desktop,Canada,Chrome,89,14,0,0,0,May,Sunday,1.48
S100428,2025-04-16,Products,Paid Ads,Mobile,UK,Opera,5,12,0,0,1,April,Wednesday,0.08
S100429,2025-06-07,Products,Organic Search,Mobile,Canada,Chrome,157,10,0,0,0,June,Saturday,2.62
S100430,2025-05-27,Blog,Direct,Mobile,Canada,Chrome,5,14,0,0,0,May,Tuesday,0.08
S100431,2025-05-25,Products,Organic Search,Mobile,Canada,Safari,278,4,0,1,0,May,Sunday,4.63
S100432,2025-04-30,Contact,Email,Desktop,Canada,Chrome,65,4,0,1,0,April,Wednesday,1.08
S100433,2025-11-15,Home,Organic Search,Desktop,India,Chrome,7,10,0,1,0,November,Saturday,0.12
S100434,2025-10-02,Support,Paid Ads,Desktop,India,Chrome,159,5,0,1,0,October,Thursday,2.65
S100435,2025-04-02,FAQ,Direct,Tablet,India,Chrome,91,13,0,1,1,April,Wednesday,1.52
S100436,2025-02-27,FAQ,Paid Ads,Mobile,India,Opera,655,13,0,0,0,February,Thursday,10.92
S100437,2025-12-12,Products,Organic Search,Desktop,USA,Chrome,141,3,0,1,0,December,Friday,2.35
S100438,2025-08-17,Blog,Direct,Desktop,UK,Chrome,57,8,0,1,0,August,Sunday,0.95
S100439,2025-04-27,Support,Social Media,Mobile,USA,Safari,222,7,0,1,0,April,Sunday,3.7
S100440,2025-11-14,FAQ,Paid Ads,Mobile,Germany,Chrome,57,5,0,0,0,November,Friday,0.95
S100441,2025-10-06,Login,Direct,Mobile,Australia,Edge,422,10,0,1,0,October,Monday,7.03
S100442,2025-05-07,Products,Paid Ads,Desktop,UK,Chrome,84,3,0,0,0,May,Wednesday,1.4
S100443,2025-05-09,Blog,Organic Search,Mobile,USA,Chrome,143,5,0,1,0,May,Friday,2.38
S100444,2025-02-27,Login,Social Media,Desktop,India,Chrome,9,3,0,0,0,February,Thursday,0.15
S100445,2025-05-02,About,Organic Search,Desktop,India,Chrome,99,10,0,1,0,May,Friday,1.65
S100446,2025-01-01,Contact,Organic Search,Desktop,USA,Chrome,321,5,0,0,0,January,Wednesday,5.35
S100447,2025-08-27,Login,Direct,Desktop,Germany,Chrome,294,1,1,1,0,August,Wednesday,4.9
S100448,2025-10-17,Pricing,Paid Ads,Mobile,USA,Chrome,45,6,0,0,0,October,Friday,0.75
S100449,2025-04-06,Products,Referral,Mobile,Germany,Chrome,46,10,0,1,0,April,Sunday,0.77
S100450,2025-05-06,Blog,Direct,Desktop,USA,Chrome,305,4,0,1,0,May,Tuesday,5.08
S100451,2025-04-28,Support,Paid Ads,Mobile,India,Chrome,479,4,0,1,0,April,Monday,7.98
S100452,2025-02-17,Contact,Direct,Desktop,Germany,Chrome,18,8,0,0,0,February,Monday,0.3
S100453,2025-03-30,Login,Social Media,Desktop,India,Chrome,107,2,0,1,0,March,Sunday,1.78
S100454,2025-08-25,Pricing,Organic Search,Desktop,UK,Chrome,74,4,0,1,0,August,Monday,1.23
S100455,2025-09-29,Pricing,Social Media,Desktop,Australia,Edge,368,2,0,0,0,September,Monday,6.13
S100456,2025-07-08,Pricing,Organic Search,Desktop,India,Chrome,15,1,1,1,0,July,Tuesday,0.25
S100457,2025-07-11,Products,Organic Search,Mobile,UK,Chrome,42,10,0,0,0,July,Friday,0.7
S100458,2025-03-10,Products,Social Media,Mobile,UK,Chrome,251,13,0,0,0,March,Monday,4.18
S100459,2025-10-05,Products,Email,Mobile,Germany,Chrome,9,13,0,1,0,October,Sunday,0.15
S100460,2025-12-15,Home,Social Media,Desktop,India,Safari,122,3,0,1,0,December,Monday,2.03
S100461,2025-09-04,Home,Paid Ads,Mobile,Australia,Chrome,105,12,0,1,0,September,Thursday,1.75
S100462,2025-03-17,Home,Email,Mobile,India,Chrome,73,8,0,1,0,March,Monday,1.22
S100463,2025-06-03,Signup,Organic Search,Tablet,USA,Chrome,90,6,0,1,0,June,Tuesday,1.5
S100464,2025-05-24,About,Direct,Desktop,USA,Edge,135,12,0,1,0,May,Saturday,2.25
S100465,2025-03-27,Home,Social Media,Tablet,India,Chrome,31,7,0,0,0,March,Thursday,0.52
S100466,2025-07-04,Home,Paid Ads,Mobile,USA,Firefox,152,2,0,1,0,July,Friday,2.53
S100467,2025-10-12,Pricing,Referral,Mobile,India,Chrome,294,6,0,1,0,October,Sunday,4.9
S100468,2025-08-08,Home,Email,Desktop,USA,Chrome,257,14,0,1,0,August,Friday,4.28
S100469,2025-03-10,Products,Social Media,Mobile,India,Chrome,30,8,0,1,0,March,Monday,0.5
S100470,2025-02-16,Home,Email,Mobile,Canada,Chrome,29,8,0,1,0,February,Sunday,0.48
S100471,2025-04-04,Signup,Organic Search,Desktop,India,Chrome,56,4,0,1,0,April,Friday,0.93
S100472,2025-08-26,Support,Organic Search,Desktop,Canada,Chrome,80,6,0,1,0,August,Tuesday,1.33
S100473,2025-07-23,Support,Social Media,Tablet,Australia,Chrome,94,14,0,0,0,July,Wednesday,1.57
S100474,2025-08-06,Products,Paid Ads,Desktop,USA,Chrome,204,5,0,1,0,August,Wednesday,3.4
S100475,2025-12-07,Contact,Referral,Desktop,USA,Chrome,10,9,0,0,0,December,Sunday,0.17
S100476,2025-02-08,Blog,Organic Search,Mobile,USA,Chrome,6,8,0,0,0,February,Saturday,0.1
S100477,2025-04-10,Products,Email,Desktop,France,Chrome,89,2,0,1,0,April,Thursday,1.48
S100478,2025-10-16,Products,Paid Ads,Mobile,UK,Chrome,215,12,0,0,0,October,Thursday,3.58
S100479,2025-09-11,Home,Social Media,Mobile,France,Chrome,38,13,0,1,0,September,Thursday,0.63
S100480,2025-08-10,Login,Organic Search,Desktop,USA,Chrome,184,7,0,1,0,August,Sunday,3.07
S100481,2025-12-23,Home,Social Media,Mobile,Canada,Firefox,54,7,0,1,0,December,Tuesday,0.9
S100482,2025-01-23,Products,Social Media,Desktop,USA,Chrome,391,11,0,0,0,January,Thursday,6.52
S100483,2025-09-07,Products,Social Media,Mobile,Australia,Edge,406,14,0,0,0,September,Sunday,6.77
S100484,2025-01-10,Blog,Social Media,Tablet,India,Safari,63,14,0,1,1,January,Friday,1.05
S100485,2025-09-03,Login,Paid Ads,Desktop,UK,Firefox,47,12,0,0,0,September,Wednesday,0.78
S100486,2025-11-21,Pricing,Organic Search,Mobile,UK,Chrome,95,1,1,0,0,November,Friday,1.58
S100487,2025-04-10,Pricing,Direct,Mobile,UK,Firefox,49,1,1,1,0,April,Thursday,0.82
S100488,2025-10-17,Blog,Social Media,Mobile,USA,Firefox,200,12,0,0,1,October,Friday,3.33
S100489,2025-06-29,Home,Organic Search,Desktop,UK,Safari,314,4,0,1,0,June,Sunday,5.23
S100490,2025-08-11,Products,Referral,Desktop,India,Chrome,201,5,0,0,0,August,Monday,3.35
S100491,2025-09-07,Support,Organic Search,Tablet,UK,Firefox,313,4,0,0,0,September,Sunday,5.22
S100492,2025-05-27,Support,Direct,Desktop,UK,Firefox,91,7,0,0,0,May,Tuesday,1.52
S100493,2025-04-06,Pricing,Paid Ads,Desktop,USA,Chrome,30,3,0,1,0,April,Sunday,0.5
S100494,2025-09-14,Home,Organic Search,Desktop,Germany,Firefox,241,7,0,1,0,September,Sunday,4.02
S100495,2025-11-21,Home,Email,Mobile,India,Chrome,80,13,0,1,0,November,Friday,1.33
S100496,2025-01-04,Products,Social Media,Tablet,India,Firefox,200,8,0,1,0,January,Saturday,3.33
S100497,2025-01-16,Signup,Organic Search,Mobile,USA,Firefox,56,6,0,1,0,January,Thursday,0.93
S100498,2025-10-07,Pricing,Paid Ads,Desktop,Canada,Chrome,15,6,0,0,0,October,Tuesday,0.25
S100499,2025-12-02,Signup,Organic Search,Desktop,UK,Safari,882,8,0,1,0,December,Tuesday,14.7
S100500,2025-09-04,Contact,Direct,Desktop,Australia,Safari,30,8,0,1,0,September,Thursday,0.5
S100501,2025-09-15,Home,Organic Search,Desktop,USA,Chrome,802,7,0,1,0,September,Monday,13.37
S100502,2025-06-09,Home,Organic Search,Mobile,Germany,Chrome,681,6,0,0,0,June,Monday,11.35
S100503,2025-12-06,Home,Paid Ads,Desktop,USA,Firefox,284,6,0,1,0,December,Saturday,4.73
S100504,2025-06-01,Blog,Email,Mobile,Australia,Chrome,193,10,0,1,0,June,Sunday,3.22
S100505,2025-06-27,Home,Organic Search,Mobile,USA,Chrome,155,11,0,0,0,June,Friday,2.58
S100506,2025-06-12,Pricing,Social Media,Mobile,UK,Safari,361,13,0,1,0,June,Thursday,6.02
